Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
P39627	SPSG_BACSU	Spore coat polysaccharide biosynthesis protein SpsG	spsG spsH BSU37850 ipa-69d/ipa-70d	Bacillus subtilis (strain 168)		37,975		BSU37850
P94558	IXTPA_BACSU	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	ysnA BSU28360	Bacillus subtilis (strain 168)	3.6.1.66	21,933		BSU28360
P54547	G6PD_BACSU	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) (Vegetative protein 11) (VEG11)	zwf yqjJ BSU23850	Bacillus subtilis (strain 168)	1.1.1.49	55,632		BSU23850
P42956	PTMCB_BACSU	PTS system mannitol-specific EIICB component (EIICB-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.197) (PTS system mannitol-specific EIIB component)]	mtlA BSU03981 BSU03980	Bacillus subtilis (strain 168)	2.7.1.197	50,185		BSU03981
Q07429	AMTB_BACSU	Ammonium transporter (Membrane protein NrgA) (Protein AmtB)	nrgA amtB BSU36510	Bacillus subtilis (strain 168)		42,733		BSU36510
P21885	SPEA_BACSU	Arginine decarboxylase (EC 4.1.1.19)	speA cad BSU14630	Bacillus subtilis (strain 168)	4.1.1.19	53,583		BSU14630
O07923	AZLD_BACSU	Branched-chain amino acid transport protein AzlD	azlD yrdI BSU26700	Bacillus subtilis (strain 168)		11,970		BSU26700
C0SPC0	YOAI_BACSU	Probable 4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9) (4-hydroxyphenylacetate 3-hydroxylase) (4-HPA 3-hydroxylase)	yoaI BSU18620	Bacillus subtilis (strain 168)	1.14.14.9	55,850		BSU18620
P46319	PTJA_BACSU	Lichenan-specific phosphotransferase enzyme IIA component (EIIA-Lic) (EIII-Lic) (PTS system lichenan-specific EIIA component)	licA celC BSU38570	Bacillus subtilis (strain 168)		12,185		BSU38570
P70974	RL13_BACSU	50S ribosomal protein L13	rplM BSU01490	Bacillus subtilis (strain 168)		16,375	3J3V;3J3W;3J9W;5NJT;6HA1;6HA8;6HTQ;6PPF;6PPK;6PVK;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;	BSU01490
P37946	ILVA_BACSU	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA BSU21770	Bacillus subtilis (strain 168)	4.3.1.19	46,701		BSU21770
P54533	DLDH2_BACSU	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of branched-chain alpha-keto acid dehydrogenase complex) (LPD-Val)	bfmBC yqiV BSU24060	Bacillus subtilis (strain 168)	1.8.1.4	50,436		BSU24060
P39593	THIM_BACSU	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	thiM thiK ywbJ BSU38300 ipa-25d	Bacillus subtilis (strain 168)	2.7.1.50	28,213	1C3Q;1EKK;1EKQ;1ESJ;1ESQ;	BSU38300
P21470	RS9_BACSU	30S ribosomal protein S9 (BS10)	rpsI BSU01500	Bacillus subtilis (strain 168)		14,308	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU01500
P42407	YTDA_BACSU	Putative UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	ytdA yzwA BSU30850	Bacillus subtilis (strain 168)	2.7.7.9	30,183		BSU30850
P20278	RL36_BACSU	50S ribosomal protein L36 (BL38) (Ribosomal protein B) (Ribosomal protein II)	rpmJ BSU01400	Bacillus subtilis (strain 168)		4,305	3J9W;5NJT;6HA1;6HA8;6HTQ;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;	BSU01400
O34529	PFKA_BACSU	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	pfkA pfk BSU29190	Bacillus subtilis (strain 168)	2.7.1.11	34,254	4A3S;	BSU29190
C0SP82	YOAE_BACSU	Probable oxidoreductase YoaE (EC 1.-.-.-)	yoaE BSU18570	Bacillus subtilis (strain 168)	1.-.-.-	76,167		BSU18570
P94417	AK3_BACSU	Aspartokinase 3 (EC 2.7.2.4) (Aspartate kinase 3) (Aspartokinase III)	yclM BSU03790	Bacillus subtilis (strain 168)	2.7.2.4	49,825		BSU03790
O34912	HIS2_BACSU	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE BSU34860	Bacillus subtilis (strain 168)	3.5.4.19; 3.6.1.31	23,901		BSU34860
P46913	QCRC_BACSU	Menaquinol-cytochrome c reductase cytochrome b/c subunit	qcrC bfcC BSU22540	Bacillus subtilis (strain 168)		28,162		BSU22540
P39651	YWFO_BACSU	Uncharacterized protein YwfO	ywfO BSU37600 ipa-93d	Bacillus subtilis (strain 168)		50,974		BSU37600
P55873	RL20_BACSU	50S ribosomal protein L20	rplT BSU28850	Bacillus subtilis (strain 168)		13,638	3J3V;3J3W;3J9W;5NJT;6HA1;6HA8;6HTQ;6PPF;6PPK;6PVK;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;7S9U;7SAE;	BSU28850
O31611	YJBM_BACSU	GTP pyrophosphokinase YjbM (EC 2.7.6.5) ((p)ppGpp synthase YjbM) (Small alarmone synthase 1) (SAS 1)	yjbM BSU11600	Bacillus subtilis (strain 168)	2.7.6.5	24,704	5DEC;5DED;5F2V;	BSU11600
O32041	YRVJ_BACSU	Putative N-acetylmuramoyl-L-alanine amidase YrvJ (EC 3.5.1.28)	yrvJ BSU27580	Bacillus subtilis (strain 168)	3.5.1.28	55,501		BSU27580
P53557	BIOB_BACSU	Biotin synthase (EC 2.8.1.6)	bioB BSU30200	Bacillus subtilis (strain 168)	2.8.1.6	36,927		BSU30200
P37580	FHUD_BACSU	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding protein) (Iron(III)-hydroxamate-binding protein FhuD)	fhuD BSU33320	Bacillus subtilis (strain 168)		34,426	3G9Q;3HXP;	BSU33320
P71016	GBSA_BACSU	Betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8) (Glycine betaine aldehyde dehydrogenase)	gbsA BSU31060	Bacillus subtilis (strain 168)	1.2.1.8	53,666		BSU31060
O07618	YHFS_BACSU	Putative acetyl-CoA C-acetyltransferase YhfS (EC 2.3.1.-)	yhfS BSU10350	Bacillus subtilis (strain 168)	2.3.1.-	38,399		BSU10350
P27623	TAGD_BACSU	Glycerol-3-phosphate cytidylyltransferase (GCT) (GCTase) (Gro-PCT) (EC 2.7.7.39) (CDP-glycerol pyrophosphorylase) (Teichoic acid biosynthesis protein D)	tagD BSU35740	Bacillus subtilis (strain 168)	2.7.7.39	15,272	1COZ;1N1D;	BSU35740
P37537	KTHY_BACSU	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk yaaP BSU00280	Bacillus subtilis (strain 168)	2.7.4.9	23,866		BSU00280
O31685	YKVT_BACSU	Uncharacterized protein YkvT	ykvT BSU13820	Bacillus subtilis (strain 168)		23,479		BSU13820
P80877	METE_BACSU	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme) (Superoxide-inducible protein 9) (SOI9)	metE metC BSU13180	Bacillus subtilis (strain 168)	2.1.1.14	86,806		BSU13180
O34606	GLNP_BACSU	Probable glutamine ABC transporter permease protein GlnP	glnP BSU27460	Bacillus subtilis (strain 168)		24,165		BSU27460
P53559	BIOW_BACSU	6-carboxyhexanoate--CoA ligase (EC 6.2.1.14) (Pimeloyl-CoA synthase)	bioW BSU30240	Bacillus subtilis (strain 168)	6.2.1.14	29,630	5FLG;5FLL;5FM0;5G1F;	BSU30240
P39119	CISY_BACSU	Citrate synthase 1 (EC 2.3.3.16) (Citrate synthase I)	citA BSU09440	Bacillus subtilis (strain 168)	2.3.3.16	40,952	2C6X;	BSU09440
O34431	ATCL_BACSU	Calcium-transporting ATPase (EC 7.2.2.10) (Calcium pump)	yloB BSU15650	Bacillus subtilis (strain 168)	7.2.2.10	97,293		BSU15650
O07084	CZCD_BACSU	Cadmium, cobalt and zinc/H(+)-K(+) antiporter	czcD yrdO BSU26650	Bacillus subtilis (strain 168)		34,163		BSU26650
O05390	CSBX_BACSU	Alpha-ketoglutarate permease	csbX BSU27760	Bacillus subtilis (strain 168)		47,803		BSU27760
O05254	NUPP_BACSU	Guanosine ABC transporter permease protein NupP	nupP yufP BSU31560	Bacillus subtilis (strain 168)		36,844		BSU31560
O05514	THIL_BACSU	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL ydiA ydxA BSU05900	Bacillus subtilis (strain 168)	2.7.4.16	35,884		BSU05900
O32274	TUAA_BACSU	Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase (EC 2.7.8.40) (Teichuronic acid biosynthesis protein TuaA) (UDP-GalNAc:undecaprenyl-P GalNAc-1-P transferase)	tuaA yvhA BSU35610	Bacillus subtilis (strain 168)	2.7.8.40	20,323		BSU35610
P54572	MAO1_BACSU	NAD-dependent malic enzyme 1 (NAD-ME 1) (EC 1.1.1.38) (Malate dehydrogenase MleA)	mleA yqkJ BSU23550	Bacillus subtilis (strain 168)	1.1.1.38	45,890		BSU23550
P37869	ENO_BACSU	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno BSU33900	Bacillus subtilis (strain 168)	4.2.1.11	46,581	4A3R;	BSU33900
P42976	DAPB_BACSU	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB BSU22490	Bacillus subtilis (strain 168)	1.17.1.8	29,488		BSU22490
O34500	MNTD_BACSU	Manganese transport system membrane protein MntD	mntD ytgD BSU30740	Bacillus subtilis (strain 168)		31,058		BSU30740
C0SP93	ACCD_BACSU	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD yttI BSU29210	Bacillus subtilis (strain 168)	2.1.3.15	32,035		BSU29210
O34981	DAPH_BACSU	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89) (Tetrahydrodipicolinate N-acetyltransferase) (THP acetyltransferase) (Tetrahydropicolinate acetylase)	dapH ykuQ BSU14180	Bacillus subtilis (strain 168)	2.3.1.89	24,961		BSU14180
O31461	ILVE1_BACSU	Branched-chain-amino-acid transaminase 1 (BCAT 1) (EC 2.6.1.42)	ilvE ybgE BSU02390	Bacillus subtilis (strain 168)	2.6.1.42	39,676		BSU02390
P17622	RIBT_BACSU	Protein RibT (EC 2.3.1.-)	ribT BSU23240	Bacillus subtilis (strain 168)	2.3.1.-	14,574	5XXR;5XXS;	BSU23240
P54427	YBXI_BACSU	Probable beta-lactamase YbxI (EC 3.5.2.6)	ybxI ybdS BSU02090	Bacillus subtilis (strain 168)	3.5.2.6	30,644	5E2F;6W5E;6W5F;	BSU02090
P42413	IOLB_BACSU	5-deoxy-glucuronate isomerase (5DG isomerase) (EC 5.3.1.30)	iolB yxdB BSU39750 E83B	Bacillus subtilis (strain 168)	5.3.1.30	30,706		BSU39750
O06737	CYSH2_BACSU	Adenosine 5'-phosphosulfate reductase 2 (APS reductase 2) (EC 1.8.4.10) (5'-adenylylsulfate reductase 2) (Thioredoxin-dependent 5'-adenylylsulfate reductase 2)	cysH1 yitB BSU10930	Bacillus subtilis (strain 168)	1.8.4.10	27,671		BSU10930
O34992	OPUCA_BACSU	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA	opuCA yvbE BSU33830	Bacillus subtilis (strain 168)		43,247		BSU33830
P42176	NARH_BACSU	Nitrate reductase beta chain (EC 1.7.5.1)	narH BSU37270	Bacillus subtilis (strain 168)	1.7.5.1	55,472		BSU37270
P20282	RS13_BACSU	30S ribosomal protein S13 (BS14)	rpsM BSU01410	Bacillus subtilis (strain 168)		13,787	3J9W;5NJT;6HA1;6HA8;6HTQ;7O5B;7QV1;7QV2;7QV3;	BSU01410
O07592	YHDW_BACSU	Putative glycerophosphodiester phosphodiesterase YhdW (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46)	yhdW BSU09620	Bacillus subtilis (strain 168)	3.1.4.46	27,477		BSU09620
O34635	SDHAB_BACSU	Probable L-serine dehydratase, beta chain (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-SD)	sdaAB yloW BSU15850	Bacillus subtilis (strain 168)	4.3.1.17	23,819		BSU15850
P42234	CATE_BACSU	Catalase-2 (EC 1.11.1.6)	katE katB BSU39050 N15D	Bacillus subtilis (strain 168)	1.11.1.6	77,480		BSU39050
P39595	EFEU_BACSU	Ferrous iron permease EfeU (Fe(2+) ion permease EfeU) (Ferrous iron uptake protein)	efeU ywbL BSU38280 ipa-27d	Bacillus subtilis (strain 168)		52,388		BSU38280
P39820	PROB_BACSU	Glutamate 5-kinase 1 (EC 2.7.2.11) (Gamma-glutamyl kinase 1) (GK 1)	proB BSU13120	Bacillus subtilis (strain 168)	2.7.2.11	39,346		BSU13120
P25972	PYRE_BACSU	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE pyrX BSU15560	Bacillus subtilis (strain 168)	2.4.2.10	23,522		BSU15560
P37965	GLPQ_BACSU	Glycerophosphodiester phosphodiesterase (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46)	glpQ ybeD BSU02130	Bacillus subtilis (strain 168)	3.1.4.46	32,959	5T91;5T9B;5T9C;	BSU02130
P42403	BGLC_BACSU	Aryl-phospho-beta-D-glucosidase BglC (EC 3.2.1.86) (6-phospho-beta-glucosidase)	bglC yckE BSU03410	Bacillus subtilis (strain 168)	3.2.1.86	55,140		BSU03410
P30950	HEM2_BACSU	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	hemB BSU28130	Bacillus subtilis (strain 168)	4.2.1.24	36,209		BSU28130
P37563	TILS_BACSU	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS yacA BSU00670	Bacillus subtilis (strain 168)	6.3.4.19	53,464		BSU00670
P39629	RMLA_BACSU	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (Spore coat polysaccharide biosynthesis protein SpsI) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase)	rmlA spsI BSU37840 ipa-71d	Bacillus subtilis (strain 168)	2.7.7.24	27,773		BSU37840
P37477	SYK_BACSU	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS BSU00820	Bacillus subtilis (strain 168)	6.1.1.6	57,539		BSU00820
P25996	PYRDB_BACSU	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))	pyrD pyrDA pyrDI BSU15540	Bacillus subtilis (strain 168)	1.3.1.14	33,091		BSU15540
P09124	G3P1_BACSU	Glyceraldehyde-3-phosphate dehydrogenase 1 (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapA gap BSU33940	Bacillus subtilis (strain 168)	1.2.1.12	35,833		BSU33940
P54450	CWLH_BACSU	N-acetylmuramoyl-L-alanine amidase CwlH (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlH yqeE BSU25710	Bacillus subtilis (strain 168)	3.5.1.28	27,571		BSU25710
O31767	YMFI_BACSU	Uncharacterized oxidoreductase YmfI (EC 1.-.-.-)	ymfI BSU16870	Bacillus subtilis (strain 168)	1.-.-.-	25,541		BSU16870
O32142	HIUH_BACSU	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17) (Transthyretin-related protein) (TRP)	pucM yunM BSU32460	Bacillus subtilis (strain 168)	3.5.2.17	12,635	2H0E;2H0F;2H0J;	BSU32460
P54420	ASNB_BACSU	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4)	asnB asn BSU30540	Bacillus subtilis (strain 168)	6.3.5.4	72,666		BSU30540
O05228	MRPF_BACSU	Na(+)/H(+) antiporter subunit F (Mrp complex subunit F) (Multiple resistance and pH homeostasis protein F) (Sodium-cholate efflux protein MrpF)	mrpF yufC BSU31650	Bacillus subtilis (strain 168)		10,244		BSU31650
O32178	FADN_BACSU	Probable 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	fadN yusL BSU32840	Bacillus subtilis (strain 168)	1.1.1.35	87,085		BSU32840
P96593	MNTH_BACSU	Divalent metal cation transporter MntH	mntH ydaR BSU04360	Bacillus subtilis (strain 168)		45,686		BSU04360
P46322	PGSA_BACSU	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase) (PGP synthase)	pgsA ymfN BSU16920	Bacillus subtilis (strain 168)	2.7.8.5	21,338		BSU16920
O34797	COAD_BACSU	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD ylbI BSU15020	Bacillus subtilis (strain 168)	2.7.7.3	18,179	1O6B;	BSU15020
O34858	ARLY_BACSU	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH BSU29440	Bacillus subtilis (strain 168)	4.3.2.1	51,929		BSU29440
P96654	YDDQ_BACSU	Uncharacterized isochorismatase family protein YddQ (EC 3.-.-.-)	yddQ BSU05070	Bacillus subtilis (strain 168)	3.-.-.-	19,921		BSU05070
P49936	FHUB_BACSU	Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB)	fhuB BSU33310	Bacillus subtilis (strain 168)		40,720		BSU33310
P20691	AROA_BACSU	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA aroE BSU22600	Bacillus subtilis (strain 168)	2.5.1.19	45,240		BSU22600
P75030	URE3_BACSU	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA BSU36660	Bacillus subtilis (strain 168)	3.5.1.5	11,455		BSU36660
P37455	SSBA_BACSU	Single-stranded DNA-binding protein A (SSB A)	ssbA BSU40900	Bacillus subtilis (strain 168)		18,742	6BHW;6BHX;	BSU40900
P35155	SCPB_BACSU	Segregation and condensation protein B	scpB ypuH BSU23210	Bacillus subtilis (strain 168)		22,038		BSU23210
O06012	ADHB_BACSU	Uncharacterized zinc-type alcohol dehydrogenase-like protein AdhB (EC 1.-.-.-)	adhB BSU26970	Bacillus subtilis (strain 168)	1.-.-.-	41,208		BSU26970
P94499	BRNQ_BACSU	Branched-chain amino acid transport system carrier protein BrnQ (Branched-chain amino acid uptake carrier BrnQ)	brnQ yrdJ BSU26690	Bacillus subtilis (strain 168)		47,006		BSU26690
P54530	PTB_BACSU	Probable phosphate butyryltransferase (EC 2.3.1.19) (Phosphotransbutyrylase)	yqiS BSU24090	Bacillus subtilis (strain 168)	2.3.1.19	31,747		BSU24090
O34990	PURU_BACSU	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	purU ykkE BSU13110	Bacillus subtilis (strain 168)	3.5.1.10	34,477		BSU13110
P39625	SPSE_BACSU	Spore coat polysaccharide biosynthesis protein SpsE	spsE BSU37870 ipa-67d	Bacillus subtilis (strain 168)		40,890	1VLI;	BSU37870
P37813	ATP6_BACSU	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB BSU36870	Bacillus subtilis (strain 168)		27,054		BSU36870
P39584	YWBA_BACSU	Putative permease IIC component YwbA (Putative PTS system EIIC component)	ywbA BSU38390 ipa-16d	Bacillus subtilis (strain 168)		47,648		BSU38390
O34385	MNTA_BACSU	Manganese-binding lipoprotein MntA	mntA ytgA BSU30770	Bacillus subtilis (strain 168)		33,418		BSU30770
P16440	RISA_BACSU	Riboflavin synthase (RS) (EC 2.5.1.9) (Heavy riboflavin synthase alpha subunit) (HRS alpha subunit) (Light riboflavin synthase)	ribE ribB BSU23270	Bacillus subtilis (strain 168)	2.5.1.9	23,481		BSU23270
O34398	LIGD_BACSU	Bifunctional non-homologous end joining protein LigD (NHEJ DNA polymerase) [Includes: DNA ligase (Lig) (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP]); DNA repair polymerase (Pol) (Polymerase/primase)]	ligd ykoU BSU13400	Bacillus subtilis (strain 168)	6.5.1.1	70,204		BSU13400
O31568	YFIZ_BACSU	Probable siderophore transport system permease protein YfiZ	yfiZ BSU08450	Bacillus subtilis (strain 168)		35,135		BSU08450
P94369	YXLA_BACSU	Putative purine-cytosine permease YxlA	yxlA BSU38710	Bacillus subtilis (strain 168)		50,517		BSU38710
P94523	ARAA_BACSU	L-arabinose isomerase (EC 5.3.1.4)	araA BSU28800	Bacillus subtilis (strain 168)	5.3.1.4	56,122		BSU28800
P46318	PTJB_BACSU	Lichenan-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (EIIB-Lic) (PTS system lichenan-specific EIIB component)	licB celA BSU38590	Bacillus subtilis (strain 168)	2.7.1.-	10,955		BSU38590
O34706	MELD_BACSU	Melibiose/raffinose/stachyose import permease protein MelD	melD amyD BSU30280	Bacillus subtilis (strain 168)		34,163		BSU30280
Q9KWU4	PYC_BACSU	Pyruvate carboxylase (EC 6.4.1.1) (Pyruvic carboxylase) (PYC)	pyc pycA ylaP BSU14860	Bacillus subtilis (strain 168)	6.4.1.1	127,937		BSU14860
P24013	COX4_BACSU	Cytochrome c oxidase subunit 4B (EC 7.1.1.9) (Caa-3605 subunit 4B) (Cytochrome aa3 subunit 4B) (Cytochrome c oxidase polypeptide IVB)	ctaF BSU14920	Bacillus subtilis (strain 168)	7.1.1.9	12,620		BSU14920
P39794	PTTBC_BACSU	PTS system trehalose-specific EIIBC component (EIIBC-Tre) (EII-Tre) [Includes: Trehalose-specific phosphotransferase enzyme IIB component (EC 2.7.1.201) (PTS system trehalose-specific EIIB component); Trehalose permease IIC component (PTS system trehalose-specific EIIC component)]	treP treB BSU07800	Bacillus subtilis (strain 168)	2.7.1.201	50,000		BSU07800
O35005	YTRF_BACSU	ABC transporter permease YtrF	ytrF BSU30410	Bacillus subtilis (strain 168)		48,421		BSU30410
P05653	GYRA_BACSU	DNA gyrase subunit A (EC 5.6.2.2)	gyrA cafB nalA BSU00070	Bacillus subtilis (strain 168)	5.6.2.2	92,099	4DDQ;	BSU00070
P49937	FHUG_BACSU	Iron(3+)-hydroxamate import system permease protein FhuG (Ferric hydroxamate uptake protein G) (Ferrichrome transport system permease protein FhuG) (Iron(III)-hydroxamate import system permease protein FhuG)	fhuG BSU33300	Bacillus subtilis (strain 168)		36,155		BSU33300
P42177	NARI_BACSU	Nitrate reductase gamma chain (EC 1.7.5.1)	narI BSU37250	Bacillus subtilis (strain 168)	1.7.5.1	25,296		BSU37250
P40409	FEUA_BACSU	Iron-uptake system-binding protein	feuA BSU01630	Bacillus subtilis (strain 168)		35,108	2PHZ;2WHY;2WI8;2XUZ;2XV1;	BSU01630
P94507	UPPP_BACSU	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk yubB BSU31150	Bacillus subtilis (strain 168)	3.6.1.27	30,345		BSU31150
O07587	AAT3_BACSU	Putative aspartate aminotransferase YhdR (AspAT) (EC 2.6.1.1) (Transaminase A)	yhdR BSU09570	Bacillus subtilis (strain 168)	2.6.1.1	43,888		BSU09570
P39126	IDH_BACSU	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd citC BSU29130	Bacillus subtilis (strain 168)	1.1.1.42	46,418	1HQS;	BSU29130
P17618	RIBD_BACSU	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	ribD ribG BSU23280	Bacillus subtilis (strain 168)	3.5.4.26; 1.1.1.193	39,305	2B3Z;2D5N;3EX8;4G3M;	BSU23280
P39634	ROCA_BACSU	1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	rocA BSU37780 ipa-76d	Bacillus subtilis (strain 168)	1.2.1.88	56,320		BSU37780
O34368	GUTA_BACSU	Probable glucitol transport protein GutA	gutA ydjD BSU06160	Bacillus subtilis (strain 168)		51,752		BSU06160
O32188	YUSV_BACSU	Probable siderophore transport system ATP-binding protein YusV	yusV BSU32940	Bacillus subtilis (strain 168)		30,494		BSU32940
O32091	PNCA_BACSU	Uncharacterized isochorismatase family protein PncA (EC 3.-.-.-)	pncA yueJ BSU31760	Bacillus subtilis (strain 168)	3.-.-.-	20,523		BSU31760
P06567	DNAI_BACSU	Primosomal protein DnaI	dnaI ytxA BSU28980	Bacillus subtilis (strain 168)		36,114	2K7R;4M4W;	BSU28980
P36838	CARX_BACSU	Carbamoyl-phosphate synthase arginine-specific small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	carA cpaA BSU11230	Bacillus subtilis (strain 168)	6.3.5.5	39,083		BSU11230
P54166	UGTP_BACSU	Processive diacylglycerol beta-glucosyltransferase (EC 2.4.1.315) (Beta-diglucosyldiacylglycerol synthase) (Beta-DGS) (DGlcDAG synthase) (Glc2-DAG synthase) (Beta-gentiobiosyldiacylglycerol synthase) (Beta-monoglucosyldiacylglycerol synthase) (Beta-MGS) (MGlcDAG synthase) (Beta-triglucosyldiacylglycerol synthase) (TGlcDAG synthase) (Diglucosyl diacylglycerol synthase (1,6-linking)) (Glucosyl-beta-1,6-glucosyldiacylglycerol synthase) (UDP glucosyltransferase) (UDP-glucose:1,2-diacylglycerol-3-beta-D-glucosyltransferase)	ugtP ypfP BSU21920	Bacillus subtilis (strain 168)	2.4.1.315	43,562		BSU21920
