Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
P16524	DAPX_BACSU	Probable N-acetyl-LL-diaminopimelate aminotransferase (EC 2.6.1.-) (Putative aminotransferase A)	dapX patA uat BSU14000	Bacillus subtilis (strain 168)	2.6.1.-	43,536		P16524
P28598	CH60_BACSU	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	groEL groL mopA BSU06030	Bacillus subtilis (strain 168)	5.6.1.7	57,425		P28598
P96709	YDGK_BACSU	Uncharacterized MFS-type transporter YdgK	ydgK BSU05680	Bacillus subtilis (strain 168)		42,681		P96709
O34701	YOAU_BACSU	Uncharacterized HTH-type transcriptional regulator YoaU	yoaU BSU18760	Bacillus subtilis (strain 168)		32,580		O34701
O34398	LIGD_BACSU	Bifunctional non-homologous end joining protein LigD (NHEJ DNA polymerase) [Includes: DNA ligase (Lig) (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP]); DNA repair polymerase (Pol) (Polymerase/primase)]	ligd ykoU BSU13400	Bacillus subtilis (strain 168)	6.5.1.1	70,204		O34398
P39570	GERBB_BACSU	Spore germination protein B2	gerBB BSU35810	Bacillus subtilis (strain 168)		41,650		P39570
Q45581	YBBH_BACSU	Uncharacterized HTH-type transcriptional regulator YbbH	ybbH BSU01690	Bacillus subtilis (strain 168)		30,709	2O3F;	Q45581
P96738	CAPA_BACSU	PGA biosynthesis protein CapA	capA pgsA ywtB BSU35880	Bacillus subtilis (strain 168)		42,760		P96738
O07940	YISQ_BACSU	Uncharacterized transporter YisQ	yisQ yucE BSU10820	Bacillus subtilis (strain 168)		50,012		O07940
P94374	YXLF_BACSU	Uncharacterized ABC transporter ATP-binding protein YxlF (EC 7.-.-.-)	yxlF BSU38660	Bacillus subtilis (strain 168)	7.-.-.-	33,184		P94374
O35033	COABC_BACSU	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC yloI BSU15700	Bacillus subtilis (strain 168)	4.1.1.36; 6.3.2.5	43,978		O35033
P94558	IXTPA_BACSU	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	ysnA BSU28360	Bacillus subtilis (strain 168)	3.6.1.66	21,933		P94558
P94502	YRDN_BACSU	Probable tautomerase YrdN (EC 5.3.2.-)	yrdN BSU26660	Bacillus subtilis (strain 168)	5.3.2.-	14,682		P94502
O32161	YURT_BACSU	Uncharacterized protein YurT	yurT BSU32660	Bacillus subtilis (strain 168)		14,438		O32161
P04831	SSPA_BACSU	Small, acid-soluble spore protein A (SASP)	sspA BSU29570	Bacillus subtilis (strain 168)		7,071		P04831
O31611	YJBM_BACSU	GTP pyrophosphokinase YjbM (EC 2.7.6.5) ((p)ppGpp synthase YjbM) (Small alarmone synthase 1) (SAS 1)	yjbM BSU11600	Bacillus subtilis (strain 168)	2.7.6.5	24,704	5DEC;5DED;5F2V;	O31611
P42245	YCBM_BACSU	Sensor histidine kinase YcbM (EC 2.7.13.3)	ycbM BSU02560	Bacillus subtilis (strain 168)	2.7.13.3	35,281		P42245
O31909	YORE_BACSU	SPbeta prophage-derived uncharacterized protein YorE	yorE BSU20410	Bacillus subtilis (strain 168)		14,746		O31909
C0SP89	YOAH_BACSU	Putative methyl-accepting chemotaxis protein YoaH	yoaH BSU18610	Bacillus subtilis (strain 168)		61,004		C0SP89
Q7WY59	SSPG_BACSU	Small, acid-soluble spore protein G (SASP G)	sspG BSU32640	Bacillus subtilis (strain 168)		5,270		Q7WY59
P37940	ODBA_BACSU	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha)	bfmBAA bfmB1a BSU24050	Bacillus subtilis (strain 168)	1.2.4.4	36,334		P37940
O34812	YFMJ_BACSU	Putative NADP-dependent oxidoreductase YfmJ (EC 1.-.-.-)	yfmJ BSU07450	Bacillus subtilis (strain 168)	1.-.-.-	36,663		O34812
P37482	YYCB_BACSU	Uncharacterized transporter YycB	yycB BSU40480	Bacillus subtilis (strain 168)		43,184		P37482
O06997	YVDP_BACSU	Uncharacterized FAD-linked oxidoreductase YvdP (EC 1.21.-.-) (Spore coat protein YvdP)	yvdP BSU34520	Bacillus subtilis (strain 168)	1.21.-.-	50,085		O06997
P39618	YWDJ_BACSU	Putative purine permease YwdJ	ywdJ BSU37940 ipa-60d	Bacillus subtilis (strain 168)		47,374		P39618
P54157	BCSA_BACSU	Putative chalcone synthase (EC 2.3.1.74) (Naringenin-chalcone synthase)	bcsA BSU22050	Bacillus subtilis (strain 168)	2.3.1.74	40,713		P54157
O07561	YHJG_BACSU	Uncharacterized aromatic compound monooxygenase YhjG (EC 1.14.13.-)	yhjG BSU10500	Bacillus subtilis (strain 168)	1.14.13.-	54,356		O07561
P39569	GERBA_BACSU	Spore germination protein B1	gerBA BSU35800	Bacillus subtilis (strain 168)		53,962		P39569
P39576	ILVE2_BACSU	Branched-chain-amino-acid aminotransferase 2 (BCAT 2) (EC 2.6.1.42) (Vegetative protein 85) (VEG85)	ilvK ywaA BSU38550 ipa-0r	Bacillus subtilis (strain 168)	2.6.1.42	40,292		P39576
O07003	LEVB_BACSU	Levanbiose-producing levanase (EC 3.2.1.64) (2,6-beta-fructan 6-levanbiohydrolase) (Endo-levanase)	levB yveB BSU34460	Bacillus subtilis (strain 168)	3.2.1.64	58,979		O07003
P50833	YPPE_BACSU	Uncharacterized protein YppE	yppE BSU22270	Bacillus subtilis (strain 168)		14,459	2HFI;2IM8;	P50833
C0SP99	YCIB_BACSU	Putative L,D-transpeptidase YciB (EC 2.-.-.-)	yciB BSU03350	Bacillus subtilis (strain 168)	2.-.-.-	22,054		C0SP99
P94407	YCLE_BACSU	AB hydrolase superfamily protein YclE (EC 3.-.-.-)	yclE BSU03660	Bacillus subtilis (strain 168)	3.-.-.-	32,756		P94407
P54470	PDRP_BACSU	Putative pyruvate, phosphate dikinase regulatory protein (PPDK regulatory protein) (EC 2.7.11.32) (EC 2.7.4.27)	yqfL BSU25240	Bacillus subtilis (strain 168)	2.7.11.32; 2.7.4.27	30,349		P54470
P94571	BCRC_BACSU	Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	bcrC ywoA BSU36530	Bacillus subtilis (strain 168)	3.6.1.27	21,723		P94571
P28819	PABA_BACSU	Aminodeoxychorismate/anthranilate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (EC 4.1.3.27) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA trpG BSU00750	Bacillus subtilis (strain 168)	2.6.1.85; 4.1.3.27	21,685		P28819
O32066	YTZH_BACSU	Uncharacterized protein YtzH	ytzH BSU29910	Bacillus subtilis (strain 168)		10,689		O32066
P42252	TATCD_BACSU	Sec-independent protein translocase protein TatCd	tatC1 tatCd ycbT BSU02640	Bacillus subtilis (strain 168)		27,706		P42252
P42300	YXIH_BACSU	Uncharacterized protein YxiH	yxiH BSU39180 N17K	Bacillus subtilis (strain 168)		12,439		P42300
Q03522	MURD_BACSU	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD BSU15200	Bacillus subtilis (strain 168)	6.3.2.9	49,651		Q03522
O31963	YOMU_BACSU	SPbeta prophage-derived uncharacterized protein YomU	yomU BSU21220	Bacillus subtilis (strain 168)		29,050		O31963
O34723	DESR_BACSU	Transcriptional regulatory protein DesR	desR yocG BSU19200	Bacillus subtilis (strain 168)		22,177	4LDZ;4LE0;4LE1;4LE2;5IUJ;5IUK;5IUL;5IUN;	O34723
P37437	RL9_BACSU	50S ribosomal protein L9 (BL17)	rplI BSU40500	Bacillus subtilis (strain 168)		16,352	7QV1;7QV3;	P37437
P37475	SP2E_BACSU	Stage II sporulation protein E (EC 3.1.3.16) (Stage II sporulation protein H)	spoIIE spoIIH BSU00640	Bacillus subtilis (strain 168)	3.1.3.16	91,969	3T91;3T9Q;5MQH;5UCG;	P37475
O31827	PPSE_BACSU	Plipastatin synthase subunit E (EC 2.3.1.-) (Peptide synthase 5) [Includes: ATP-dependent isoleucine adenylase (IsoA) (Isoleucine activase)]	ppsE pps5 BSU18300	Bacillus subtilis (strain 168)	2.3.1.-	144,619		O31827
O07938	YRDF_BACSU	Putative ribonuclease inhibitor YrdF	yrdF BSU26730	Bacillus subtilis (strain 168)		10,728		O07938
P54328	XKDH_BACSU	Phage-like element PBSX protein XkdH	xkdH BSU12620	Bacillus subtilis (strain 168)		13,979	3F3B;	P54328
A0A0A1M4L5	A0A0A1M4L5_BACIU	Deleted.						A0A0A1M4L5
P94461	PRIA_BACSU	Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA)	priA yloJ BSU15710	Bacillus subtilis (strain 168)	3.6.4.-	91,353		P94461
O31667	MTNX_BACSU	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (HK-MTPenyl-1-P phosphatase) (EC 3.1.3.87)	mtnX ykrX BSU13600	Bacillus subtilis (strain 168)	3.1.3.87	27,002	2FEA;	O31667
P54536	ARTQ_BACSU	Arginine transport system permease protein ArtQ	artQ yqiY BSU23970	Bacillus subtilis (strain 168)		23,898		P54536
O34906	YOAM_BACSU	Abasic site processing protein YoaM (EC 3.4.-.-)	yoaM BSU18660	Bacillus subtilis (strain 168)	3.4.-.-	26,233		O34906
O32075	YUAI_BACSU	Uncharacterized N-acetyltransferase YuaI (EC 2.3.1.-)	yuaI BSU31000	Bacillus subtilis (strain 168)	2.3.1.-	19,843		O32075
C0H3Z3	YJZI_BACSU	Uncharacterized protein YjzI	yjzI BSU12229	Bacillus subtilis (strain 168)		7,320		C0H3Z3
O34703	YJOB_BACSU	Uncharacterized ATPase YjoB (EC 3.-.-.-)	yjoB BSU12420	Bacillus subtilis (strain 168)	3.-.-.-	48,776		O34703
O05403	RSIV_BACSU	Anti-sigma-V factor RsiV	rsiV yrhM BSU27130	Bacillus subtilis (strain 168)		32,868	5JEN;	O05403
O06975	WHIA_BACSU	Probable cell division protein WhiA	whiA yvcL BSU34750	Bacillus subtilis (strain 168)		36,340		O06975
O32235	YVZC_BACSU	Uncharacterized HTH-type transcriptional regulator YvzC	yvzC BSU33650	Bacillus subtilis (strain 168)		9,103		O32235
P39605	NFRA1_BACSU	FMN reductase (NADPH) (EC 1.5.1.38) (NADPH-dependent FMN reductase) (NADPH-dependent nitro/flavin reductase) (NADPH-dependent nitroreductase) (NADPH-dependent oxidoreductase)	nfrA1 nfrA ywcG BSU38110 ipa-43d	Bacillus subtilis (strain 168)	1.5.1.38	28,320	3N2S;	P39605
O07631	BIPA_BACSU	50S ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	bipA ylaG BSU14770	Bacillus subtilis (strain 168)	3.6.5.-	68,389		O07631
P37873	SP2M_BACSU	Stage II sporulation protein M	spoIIM BSU23530	Bacillus subtilis (strain 168)		24,296		P37873
Q9KWU4	PYC_BACSU	Pyruvate carboxylase (EC 6.4.1.1) (Pyruvic carboxylase) (PYC)	pyc pycA ylaP BSU14860	Bacillus subtilis (strain 168)	6.4.1.1	127,937		Q9KWU4
O31752	CDSA_BACSU	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA BSU16540	Bacillus subtilis (strain 168)	2.7.7.41	30,211		O31752
P94434	YCNL_BACSU	Uncharacterized protein YcnL	ycnL BSU03970	Bacillus subtilis (strain 168)		12,975		P94434
P45744	DHBC_BACSU	Isochorismate synthase DhbC (EC 5.4.4.2) (Isochorismate mutase)	dhbC BSU31990	Bacillus subtilis (strain 168)	5.4.4.2	43,436		P45744
P71046	YWGA_BACSU	Uncharacterized protein YwgA	ywgA BSU37590	Bacillus subtilis (strain 168)		19,737		P71046
O34385	MNTA_BACSU	Manganese-binding lipoprotein MntA	mntA ytgA BSU30770	Bacillus subtilis (strain 168)		33,418		O34385
O34598	GUAD_BACSU	Guanine deaminase (GDEase) (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	guaD gde BSU13170	Bacillus subtilis (strain 168)	3.5.4.3	17,156	1TIY;1WKQ;	O34598
P42238	GUDD_BACSU	Probable glucarate dehydratase (GDH) (GlucD) (EC 4.2.1.40)	gudD ycbF BSU02490	Bacillus subtilis (strain 168)	4.2.1.40	50,749		P42238
P39633	DHE2_BACSU	Catabolic NAD-specific glutamate dehydrogenase RocG (NAD-GDH) (EC 1.4.1.2) (Glutamate dehydrogenase) (GlutDH) (Trigger enzyme RocG)	rocG gudA yweB BSU37790 ipa-75d	Bacillus subtilis (strain 168)	1.4.1.2	46,553	3K92;	P39633
O34843	SIGO_BACSU	RNA polymerase sigma factor SigO	sigO yvrI BSU33230	Bacillus subtilis (strain 168)		20,757		O34843
O31664	MTNU_BACSU	2-oxoglutaramate amidase (EC 3.5.1.111)	mtnU ykrU BSU13570	Bacillus subtilis (strain 168)	3.5.1.111	29,399		O31664
O32085	CDOA_BACSU	Cysteine dioxygenase (CDO) (EC 1.13.11.20)	cdoA yubC BSU31140	Bacillus subtilis (strain 168)	1.13.11.20	18,127	3EQE;4QM8;4QM9;	O32085
O34319	YKCC_BACSU	Uncharacterized glycosyltransferase YkcC (EC 2.4.-.-)	ykcC BSU12890	Bacillus subtilis (strain 168)	2.4.-.-	37,434		O34319
P37466	VEG_BACSU	Protein Veg	veg BSU00440	Bacillus subtilis (strain 168)		9,550		P37466
P39066	ACUB_BACSU	Acetoin utilization protein AcuB	acuB BSU29700	Bacillus subtilis (strain 168)		24,352		P39066
C0H464	YRZT_BACSU	Uncharacterized membrane protein YrzT	yrzT BSU27809	Bacillus subtilis (strain 168)		5,257		C0H464
O07923	AZLD_BACSU	Branched-chain amino acid transport protein AzlD	azlD yrdI BSU26700	Bacillus subtilis (strain 168)		11,970		O07923
O34360	CWLK_BACSU	Peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK (EC 3.4.-.-)	cwlK ycdD BSU02810	Bacillus subtilis (strain 168)	3.4.-.-	19,113		O34360
P25813	RSMG_BACSU	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase) (Glucose-inhibited division protein B)	rsmG gidB BSU41000	Bacillus subtilis (strain 168)	2.1.1.-	26,954	1XDZ;	P25813
P42234	CATE_BACSU	Catalase-2 (EC 1.11.1.6)	katE katB BSU39050 N15D	Bacillus subtilis (strain 168)	1.11.1.6	77,480		P42234
P94393	PUTR_BACSU	Proline-responsive transcriptional activator PutR (Proline catabolism regulator)	putR prcR ycgP BSU03230	Bacillus subtilis (strain 168)		47,844		P94393
O34792	YVJA_BACSU	UPF0750 membrane protein YvjA	yvjA BSU35280	Bacillus subtilis (strain 168)		29,984		O34792
P94437	YFII_BACSU	Uncharacterized oxidoreductase YfiI (EC 1.-.-.-)	yfiI BSU08280	Bacillus subtilis (strain 168)	1.-.-.-	43,585		P94437
Q794W0	YYCH_BACSU	Two-component system WalR/WalK regulatory protein YycH	yycH BSU40390	Bacillus subtilis (strain 168)		52,215	2FGT;	Q794W0
O06981	YVCS_BACSU	Uncharacterized ABC transporter permease YvcS	yvcS BSU34690	Bacillus subtilis (strain 168)		73,398		O06981
O07609	YHFK_BACSU	Uncharacterized sugar epimerase YhfK (EC 4.-.-.-)	yhfK BSU10260	Bacillus subtilis (strain 168)	4.-.-.-	22,760		O07609
O07579	YHDJ_BACSU	Uncharacterized N-acetyltransferase YhdJ	yhdJ BSU09490	Bacillus subtilis (strain 168)		16,364		O07579
O31877	YOSL_BACSU	SPbeta prophage-derived uncharacterized protein YosL	yosL BSU20080	Bacillus subtilis (strain 168)		13,136		O31877
C0H3R7	YVZJ_BACSU	Uncharacterized lipoprotein YvzJ	yvzJ BSU34729	Bacillus subtilis (strain 168)		7,995		C0H3R7
O31978	YOMG_BACSU	SPbeta prophage-derived uncharacterized protein YomG	yomG BSU21370	Bacillus subtilis (strain 168)		98,885		O31978
P26907	GSIB_BACSU	Glucose starvation-inducible protein B (General stress protein B)	gsiB BSU04400	Bacillus subtilis (strain 168)		13,798		P26907
O34637	YOBU_BACSU	Putative transcriptional regulator protein YobU	yobU BSU19090	Bacillus subtilis (strain 168)		18,623		O34637
O32193	CSSS_BACSU	Sensor histidine kinase CssS (EC 2.7.13.3)	cssS yvqB BSU33020	Bacillus subtilis (strain 168)	2.7.13.3	52,097		O32193
P42316	SCOB_BACSU	Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit B (EC 2.8.3.5) (OXCT B) (Succinyl-CoA:3-oxoacid CoA-transferase)	scoB yxjE BSU38980 N15L	Bacillus subtilis (strain 168)	2.8.3.5	23,331	3CDK;	P42316
P53558	BIOD_BACSU	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD BSU30210	Bacillus subtilis (strain 168)	6.3.3.3	25,160		P53558
P94371	YXLC_BACSU	Uncharacterized protein YxlC	yxlC BSU38690	Bacillus subtilis (strain 168)		11,996		P94371
O31906	YORH_BACSU	SPbeta prophage-derived uncharacterized protein YorH	yorH BSU20380	Bacillus subtilis (strain 168)		18,622		O31906
O31456	YBFP_BACSU	Uncharacterized HTH-type transcriptional regulator YbfP	ybfP BSU02320	Bacillus subtilis (strain 168)		34,217		O31456
Q7WY77	PXPC_BACSU	5-oxoprolinase subunit C (5-OPase subunit C) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit C) (KipI antagonist) (Protein KipA)	pxpC kipA BSU04090	Bacillus subtilis (strain 168)	3.5.2.9	36,699		Q7WY77
P24136	OPPD_BACSU	Oligopeptide transport ATP-binding protein OppD (Stage 0 sporulation protein KD)	oppD spo0KD BSU11460	Bacillus subtilis (strain 168)		39,764		P24136
O35022	AZOR1_BACSU	FMN-dependent NADH:quinone oxidoreductase 1 (EC 1.6.5.-) (Azo-dye reductase 1) (FMN-dependent NADH-azo compound oxidoreductase 1) (FMN-dependent NADH-azoreductase 1) (EC 1.7.1.17)	azoR1 yocJ BSU19230	Bacillus subtilis (strain 168)	1.6.5.-; 1.7.1.17	22,977		O35022
P96657	YDDT_BACSU	Uncharacterized protein YddT	yddT BSU05100	Bacillus subtilis (strain 168)		25,460		P96657
P45937	YQCB_BACSU	Uncharacterized protein YqcB	yqcB BSU25960	Bacillus subtilis (strain 168)		10,357		P45937
P00497	PUR1_BACSU	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF BSU06490	Bacillus subtilis (strain 168)	2.4.2.14	51,692	1AO0;1GPH;	P00497
O32168	METP_BACSU	Methionine import system permease protein MetP	metP yusB BSU32740	Bacillus subtilis (strain 168)		23,756		O32168
O34554	YJFA_BACSU	Uncharacterized protein YjfA	yjfA BSU12110	Bacillus subtilis (strain 168)		16,880		O34554
O31957	YONA_BACSU	SPbeta prophage-derived uncharacterized protein YonA	yonA BSU21160	Bacillus subtilis (strain 168)		17,562		O31957
O31811	YNDG_BACSU	Uncharacterized membrane protein YndG	yndG BSU17780	Bacillus subtilis (strain 168)		31,048		O31811
O31517	YESN_BACSU	Uncharacterized transcriptional regulatory protein YesN	yesN BSU06960	Bacillus subtilis (strain 168)		40,654		O31517
P08495	AK2_BACSU	Aspartokinase 2 (EC 2.7.2.4) (Aspartate kinase 2) (Aspartokinase II)	lysC BSU28470	Bacillus subtilis (strain 168)	2.7.2.4	43,808		P08495
P45909	YQAL_BACSU	Uncharacterized protein YqaL	yqaL BSU26270	Bacillus subtilis (strain 168)		27,116		P45909
O31584	MUTY_BACSU	Adenine DNA glycosylase (EC 3.2.2.31)	mutY yfhQ BSU08630	Bacillus subtilis (strain 168)	3.2.2.31	41,963		O31584
O34689	MHQA_BACSU	Putative ring-cleaving dioxygenase MhqA (EC 1.13.11.-)	mhqA ykcA BSU12870	Bacillus subtilis (strain 168)	1.13.11.-	35,387		O34689
P13484	TAGE_BACSU	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52) (Major teichoic acid biosynthesis protein E)	tagE gtaA rodD BSU35730	Bacillus subtilis (strain 168)	2.4.1.52	78,304		P13484
O34797	COAD_BACSU	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD ylbI BSU15020	Bacillus subtilis (strain 168)	2.7.7.3	18,179	1O6B;	O34797
P24073	FLIY_BACSU	Flagellar motor switch phosphatase FliY (EC 3.-.-.-) (CheY-P phosphatase FliY) (Flagellar motor switch protein FliY)	fliY cheD BSU16320	Bacillus subtilis (strain 168)	3.-.-.-	41,052		P24073
P45901	YQAD_BACSU	Uncharacterized protein YqaD	yqaD BSU26360	Bacillus subtilis (strain 168)		6,769		P45901
O05497	YDHF_BACSU	Uncharacterized protein YdhF	ydhF BSU05730	Bacillus subtilis (strain 168)		26,525		O05497
P54325	XKDE_BACSU	Phage-like element PBSX protein XkdE	xkdE BSU12590	Bacillus subtilis (strain 168)		56,353		P54325
O31986	SUNS_BACSU	SPbeta prophage-derived glycosyltransferase SunS (EC 2.4.1.-)	sunS yolJ BSU21450	Bacillus subtilis (strain 168)	2.4.1.-	49,765	7MSN;7MSP;	O31986
O34450	NAGA_BACSU	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)	nagA BSU35010	Bacillus subtilis (strain 168)	3.5.1.25	42,622	2VHL;	O34450
O34601	YIDD_BACSU	Putative membrane protein insertion efficiency factor	ytjA BSU30680	Bacillus subtilis (strain 168)		8,491		O34601
O05256	MAEN_BACSU	Na(+)-malate symporter (Sodium-dependent malate transporter)	maeN yufR BSU31580	Bacillus subtilis (strain 168)		47,824		O05256
O34922	YTPI_BACSU	Uncharacterized membrane protein YtpI	ytpI BSU29260	Bacillus subtilis (strain 168)		10,953		O34922
O34860	RSBRB_BACSU	RsbT co-antagonist protein RsbRB (Stressosome protein RsbRB)	rsbRB ykoB BSU13200	Bacillus subtilis (strain 168)		32,387		O34860
P24501	FLGC_BACSU	Flagellar basal-body rod protein FlgC	flgC BSU16190	Bacillus subtilis (strain 168)		16,258		P24501
O31502	DAGK_BACSU	Diacylglycerol kinase (DAG kinase) (DAGK) (EC 2.7.1.107)	dagK dgkB yerQ BSU06720	Bacillus subtilis (strain 168)	2.7.1.107	33,337		O31502
O34376	YOBR_BACSU	Uncharacterized N-acetyltransferase YobR (EC 2.3.1.-)	yobR BSU19060	Bacillus subtilis (strain 168)	2.3.1.-	28,214		O34376
P96600	DCTB_BACSU	C4-dicarboxylate-binding protein DctB	dctB ydbE BSU04440	Bacillus subtilis (strain 168)		39,862		P96600
O32244	YVBG_BACSU	UPF0056 membrane protein YvbG	yvbG BSU33850	Bacillus subtilis (strain 168)		22,589		O32244
P39156	YWLF_BACSU	Putative sugar phosphate isomerase YwlF (EC 5.3.1.-)	ywlF BSU36920 ipc-32d	Bacillus subtilis (strain 168)	5.3.1.-	16,210		P39156
O32208	YVGL_BACSU	Putative ABC transporter substrate-binding lipoprotein YvgL	yvgL yvsD BSU33380	Bacillus subtilis (strain 168)		28,355		O32208
P39590	YWBG_BACSU	Uncharacterized protein YwbG	ywbG BSU38330 ipa-22r	Bacillus subtilis (strain 168)		23,887		P39590
P39792	RECU_BACSU	Holliday junction resolvase RecU (EC 3.1.21.10)	recU prfA yppB BSU22310	Bacillus subtilis (strain 168)	3.1.21.10	23,959	1RZN;1ZP7;5FDK;	P39792
P54477	YQFT_BACSU	Uncharacterized protein YqfT	yqfT BSU25120	Bacillus subtilis (strain 168)		9,742		P54477
O31751	ISPT_BACSU	Isoprenyl transferase (EC 2.5.1.-)	uppS yluA BSU16530	Bacillus subtilis (strain 168)	2.5.1.-	29,777	7JLI;7JLJ;7JLM;7JLR;	O31751
O34317	YODS_BACSU	Probable coenzyme A transferase subunit alpha (EC 2.8.3.-) (Probable CoA-transferase subunit alpha)	yodS yokN BSU19730	Bacillus subtilis (strain 168)	2.8.3.-	24,411		O34317
O34580	PCRA_BACSU	ATP-dependent DNA helicase PcrA (EC 3.6.4.12)	pcrA yerF BSU06610	Bacillus subtilis (strain 168)	3.6.4.12	83,555		O34580
O32034	TRHP1_BACSU	tRNA hydroxylation protein P1 (EC 3.4.-.-)	trhP1 yrrO BSU27340	Bacillus subtilis (strain 168)	3.4.-.-	47,629		O32034
P94388	CAH_BACSU	Cephalosporin-C deacetylase (EC 3.1.1.41) (Acetylxylan esterase) (EC 3.1.1.72)	cah BSU03180	Bacillus subtilis (strain 168)	3.1.1.41; 3.1.1.72	35,807	1L7A;1ODS;1ODT;	P94388
P39609	YWDA_BACSU	Uncharacterized protein YwdA	ywdA BSU38030 ipa-51d	Bacillus subtilis (strain 168)		9,555		P39609
P39696	COMER_BACSU	ComE operon protein 4	comER comE4 comED BSU25600	Bacillus subtilis (strain 168)		30,239		P39696
O32256	YVBV_BACSU	Uncharacterized transporter YvbV	yvbV BSU34000	Bacillus subtilis (strain 168)		32,821		O32256
P37570	MCSB_BACSU	Protein-arginine kinase (EC 2.7.14.1)	mcsB yacI BSU00850	Bacillus subtilis (strain 168)	2.7.14.1	41,124	6TV6;	P37570
P26908	RL21_BACSU	50S ribosomal protein L21 (BL20)	rplU BSU27960	Bacillus subtilis (strain 168)		11,275	3J3V;3J3W;3J9W;5NJT;6HA1;6HA8;6HTQ;6PPF;6PPK;6PVK;6TNN;6TPQ;7AQC;7AQD;7AS8;7AS9;7O5B;7OPE;7QV1;7QV2;7QV3;7SAE;	P26908
O34641	YTRB_BACSU	ABC transporter ATP-binding protein YtrB	ytrB BSU30450	Bacillus subtilis (strain 168)		33,819		O34641
O32211	YVGO_BACSU	Stress response protein YvgO	yvgO BSU33410	Bacillus subtilis (strain 168)		17,602		O32211
P55343	MRAZ_BACSU	Transcriptional regulator MraZ	mraZ yllB BSU15130	Bacillus subtilis (strain 168)		16,568		P55343
O32212	NHAK_BACSU	Sodium, potassium, lithium and rubidium/H(+) antiporter	nhaK yvgP BSU33420	Bacillus subtilis (strain 168)		75,228		O32212
P0CI80	XYLA_BACSU	Xylose isomerase (EC 5.3.1.5)	xylA BSU17600	Bacillus subtilis (strain 168)	5.3.1.5	50,282		P0CI80
P96686	YDFI_BACSU	Transcriptional regulatory protein YdfI	ydfI BSU05420	Bacillus subtilis (strain 168)		23,974		P96686
P37580	FHUD_BACSU	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding protein) (Iron(III)-hydroxamate-binding protein FhuD)	fhuD BSU33320	Bacillus subtilis (strain 168)		34,426	3G9Q;3HXP;	P37580
